sample_id,dataset,tissue_type,age,gender,split
GSM1355328,E-GEOD-56105,blood whole,12.0,F,train
GSM1355329,E-GEOD-56105,blood whole,12.0,F,train
GSM1355330,E-GEOD-56105,blood whole,14.0,F,train
GSM1355334,E-GEOD-56105,blood whole,15.0,M,train
GSM1355335,E-GEOD-56105,blood whole,20.0,M,train
GSM1355337,E-GEOD-56105,blood whole,13.0,M,train
GSM1355338,E-GEOD-56105,blood whole,12.0,M,train
GSM1355340,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355342,E-GEOD-56105,blood whole,16.0,M,train
GSM1355343,E-GEOD-56105,blood whole,12.0,F,train
GSM1355344,E-GEOD-56105,blood whole,12.0,M,train
GSM1355345,E-GEOD-56105,blood whole,49.0,F,train
GSM1355346,E-GEOD-56105,blood whole,16.0,F,valid
GSM1355347,E-GEOD-56105,blood whole,46.0,M,train
GSM1355348,E-GEOD-56105,blood whole,14.0,M,train
GSM1355349,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355351,E-GEOD-56105,blood whole,44.0,M,train
GSM1355352,E-GEOD-56105,blood whole,52.0,M,train
GSM1355355,E-GEOD-56105,blood whole,15.0,F,valid
GSM1355356,E-GEOD-56105,blood whole,42.0,F,train
GSM1355357,E-GEOD-56105,blood whole,12.0,F,train
GSM1355358,E-GEOD-56105,blood whole,12.0,F,train
GSM1355360,E-GEOD-56105,blood whole,12.0,F,train
GSM1355361,E-GEOD-56105,blood whole,12.0,M,train
GSM1355364,E-GEOD-56105,blood whole,12.0,M,train
GSM1355366,E-GEOD-56105,blood whole,12.0,M,train
GSM1355367,E-GEOD-56105,blood whole,11.0,F,valid
GSM1355369,E-GEOD-56105,blood whole,12.0,F,train
GSM1355371,E-GEOD-56105,blood whole,53.0,M,train
GSM1355372,E-GEOD-56105,blood whole,16.0,M,train
GSM1355373,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355375,E-GEOD-56105,blood whole,16.0,M,train
GSM1355377,E-GEOD-56105,blood whole,47.0,F,train
GSM1355378,E-GEOD-56105,blood whole,12.0,F,train
GSM1355384,E-GEOD-56105,blood whole,16.0,M,train
GSM1355385,E-GEOD-56105,blood whole,10.0,F,train
GSM1355386,E-GEOD-56105,blood whole,51.0,M,train
GSM1355390,E-GEOD-56105,blood whole,12.0,F,train
GSM1355393,E-GEOD-56105,blood whole,14.0,M,train
GSM1355394,E-GEOD-56105,blood whole,45.0,F,train
GSM1355397,E-GEOD-56105,blood whole,12.0,M,train
GSM1355398,E-GEOD-56105,blood whole,12.0,F,train
GSM1355400,E-GEOD-56105,blood whole,12.0,M,train
GSM1355403,E-GEOD-56105,blood whole,14.0,F,valid
GSM1355404,E-GEOD-56105,blood whole,12.0,F,train
GSM1355405,E-GEOD-56105,blood whole,15.0,M,train
GSM1355406,E-GEOD-56105,blood whole,14.0,M,train
GSM1355407,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355408,E-GEOD-56105,blood whole,12.0,F,train
GSM1355409,E-GEOD-56105,blood whole,10.0,M,train
GSM1355410,E-GEOD-56105,blood whole,16.0,F,train
GSM1355411,E-GEOD-56105,blood whole,19.0,M,train
GSM1355415,E-GEOD-56105,blood whole,16.0,M,train
GSM1355417,E-GEOD-56105,blood whole,16.0,F,valid
GSM1355421,E-GEOD-56105,blood whole,14.0,F,valid
GSM1355423,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355425,E-GEOD-56105,blood whole,16.0,M,train
GSM1355426,E-GEOD-56105,blood whole,48.0,F,valid
GSM1355429,E-GEOD-56105,blood whole,40.0,F,train
GSM1355433,E-GEOD-56105,blood whole,21.0,M,valid
GSM1355434,E-GEOD-56105,blood whole,50.0,F,train
GSM1355439,E-GEOD-56105,blood whole,14.0,M,train
GSM1355440,E-GEOD-56105,blood whole,12.0,F,train
GSM1355441,E-GEOD-56105,blood whole,14.0,M,train
GSM1355443,E-GEOD-56105,blood whole,12.0,F,train
GSM1355445,E-GEOD-56105,blood whole,16.0,M,train
GSM1355447,E-GEOD-56105,blood whole,14.0,M,train
GSM1355451,E-GEOD-56105,blood whole,16.0,F,train
GSM1355454,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355455,E-GEOD-56105,blood whole,48.0,F,train
GSM1355460,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355461,E-GEOD-56105,blood whole,48.0,M,train
GSM1355462,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355495,E-GEOD-56105,blood whole,49.0,M,train
GSM1355496,E-GEOD-56105,blood whole,14.0,F,train
GSM1355498,E-GEOD-56105,blood whole,55.0,M,train
GSM1355505,E-GEOD-56105,blood whole,14.0,M,train
GSM1355508,E-GEOD-56105,blood whole,37.0,F,train
GSM1355509,E-GEOD-56105,blood whole,17.0,F,train
GSM1355510,E-GEOD-56105,blood whole,14.0,F,train
GSM1355511,E-GEOD-56105,blood whole,17.0,M,train
GSM1355512,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355513,E-GEOD-56105,blood whole,17.0,F,train
GSM1355514,E-GEOD-56105,blood whole,48.0,M,train
GSM1355515,E-GEOD-56105,blood whole,58.0,F,train
GSM1355516,E-GEOD-56105,blood whole,16.0,F,train
GSM1355518,E-GEOD-56105,blood whole,14.0,M,train
GSM1355520,E-GEOD-56105,blood whole,12.0,M,train
GSM1355522,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355523,E-GEOD-56105,blood whole,45.0,M,valid
GSM1355524,E-GEOD-56105,blood whole,14.0,F,valid
GSM1355525,E-GEOD-56105,blood whole,15.0,M,train
GSM1355526,E-GEOD-56105,blood whole,16.0,M,train
GSM1355529,E-GEOD-56105,blood whole,12.0,F,train
GSM1355534,E-GEOD-56105,blood whole,16.0,M,train
GSM1355536,E-GEOD-56105,blood whole,14.0,M,valid
GSM1355537,E-GEOD-56105,blood whole,12.0,M,train
GSM1355538,E-GEOD-56105,blood whole,16.0,F,train
GSM1355540,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355542,E-GEOD-56105,blood whole,18.0,M,valid
GSM1355543,E-GEOD-56105,blood whole,12.0,M,train
GSM1355546,E-GEOD-56105,blood whole,19.0,M,train
GSM1355547,E-GEOD-56105,blood whole,17.0,M,train
GSM1355548,E-GEOD-56105,blood whole,12.0,M,train
GSM1355549,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355550,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355587,E-GEOD-56105,blood whole,17.0,F,train
GSM1355588,E-GEOD-56105,blood whole,12.0,M,train
GSM1355589,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355591,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355593,E-GEOD-56105,blood whole,19.0,F,train
GSM1355594,E-GEOD-56105,blood whole,10.0,F,train
GSM1355596,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355597,E-GEOD-56105,blood whole,12.0,M,train
GSM1355598,E-GEOD-56105,blood whole,35.0,F,train
GSM1355601,E-GEOD-56105,blood whole,16.0,M,train
GSM1355602,E-GEOD-56105,blood whole,14.0,M,train
GSM1355603,E-GEOD-56105,blood whole,14.0,F,valid
GSM1355604,E-GEOD-56105,blood whole,12.0,M,train
GSM1355607,E-GEOD-56105,blood whole,46.0,M,train
GSM1355608,E-GEOD-56105,blood whole,14.0,M,train
GSM1355610,E-GEOD-56105,blood whole,14.0,M,train
GSM1355611,E-GEOD-56105,blood whole,19.0,F,valid
GSM1355613,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355614,E-GEOD-56105,blood whole,12.0,F,train
GSM1355615,E-GEOD-56105,blood whole,13.0,F,train
GSM1355617,E-GEOD-56105,blood whole,16.0,F,train
GSM1355618,E-GEOD-56105,blood whole,14.0,M,train
GSM1355619,E-GEOD-56105,blood whole,14.0,F,train
GSM1355620,E-GEOD-56105,blood whole,10.0,M,train
GSM1355623,E-GEOD-56105,blood whole,12.0,M,train
GSM1355625,E-GEOD-56105,blood whole,40.0,F,train
GSM1355629,E-GEOD-56105,blood whole,12.0,F,train
GSM1355630,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355631,E-GEOD-56105,blood whole,16.0,F,train
GSM1355632,E-GEOD-56105,blood whole,12.0,M,train
GSM1355635,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355636,E-GEOD-56105,blood whole,48.0,F,train
GSM1355637,E-GEOD-56105,blood whole,12.0,F,train
GSM1355638,E-GEOD-56105,blood whole,18.0,M,train
GSM1355639,E-GEOD-56105,blood whole,12.0,M,train
GSM1355643,E-GEOD-56105,blood whole,47.0,F,train
GSM1355644,E-GEOD-56105,blood whole,14.0,M,train
GSM1355646,E-GEOD-56105,blood whole,50.0,M,train
GSM1355647,E-GEOD-56105,blood whole,18.0,F,train
GSM1355650,E-GEOD-56105,blood whole,16.0,M,train
GSM1355653,E-GEOD-56105,blood whole,14.0,F,train
GSM1355655,E-GEOD-56105,blood whole,15.0,M,train
GSM1355657,E-GEOD-56105,blood whole,12.0,M,train
GSM1355658,E-GEOD-56105,blood whole,52.0,M,train
GSM1355659,E-GEOD-56105,blood whole,14.0,F,valid
GSM1355660,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355661,E-GEOD-56105,blood whole,17.0,M,train
GSM1355662,E-GEOD-56105,blood whole,54.0,M,train
GSM1355663,E-GEOD-56105,blood whole,12.0,F,train
GSM1355664,E-GEOD-56105,blood whole,45.0,M,train
GSM1355665,E-GEOD-56105,blood whole,18.0,M,valid
GSM1355666,E-GEOD-56105,blood whole,14.0,F,train
GSM1355668,E-GEOD-56105,blood whole,12.0,F,train
GSM1355669,E-GEOD-56105,blood whole,43.0,F,train
GSM1355670,E-GEOD-56105,blood whole,14.0,F,train
GSM1355672,E-GEOD-56105,blood whole,17.0,M,train
GSM1355673,E-GEOD-56105,blood whole,43.0,F,train
GSM1355675,E-GEOD-56105,blood whole,11.0,F,train
GSM1355676,E-GEOD-56105,blood whole,14.0,M,train
GSM1355677,E-GEOD-56105,blood whole,16.0,M,train
GSM1355679,E-GEOD-56105,blood whole,16.0,F,train
GSM1355680,E-GEOD-56105,blood whole,12.0,M,train
GSM1355683,E-GEOD-56105,blood whole,43.0,M,valid
GSM1355684,E-GEOD-56105,blood whole,12.0,F,train
GSM1355687,E-GEOD-56105,blood whole,17.0,F,valid
GSM1355690,E-GEOD-56105,blood whole,14.0,M,train
GSM1355692,E-GEOD-56105,blood whole,12.0,F,train
GSM1355695,E-GEOD-56105,blood whole,16.0,M,train
GSM1355697,E-GEOD-56105,blood whole,16.0,F,train
GSM1355698,E-GEOD-56105,blood whole,16.0,F,valid
GSM1355699,E-GEOD-56105,blood whole,46.0,M,train
GSM1355700,E-GEOD-56105,blood whole,16.0,F,train
GSM1355701,E-GEOD-56105,blood whole,16.0,F,train
GSM1355702,E-GEOD-56105,blood whole,12.0,M,train
GSM1355703,E-GEOD-56105,blood whole,12.0,F,train
GSM1355704,E-GEOD-56105,blood whole,12.0,F,train
GSM1355705,E-GEOD-56105,blood whole,13.0,F,train
GSM1355708,E-GEOD-56105,blood whole,46.0,M,train
GSM1355709,E-GEOD-56105,blood whole,14.0,F,train
GSM1355710,E-GEOD-56105,blood whole,45.0,M,train
GSM1355713,E-GEOD-56105,blood whole,12.0,F,train
GSM1355714,E-GEOD-56105,blood whole,12.0,M,train
GSM1355716,E-GEOD-56105,blood whole,75.0,M,train
GSM1355717,E-GEOD-56105,blood whole,41.0,M,valid
GSM1355719,E-GEOD-56105,blood whole,16.0,M,train
GSM1355726,E-GEOD-56105,blood whole,53.0,M,train
GSM1355727,E-GEOD-56105,blood whole,47.0,M,train
GSM1355729,E-GEOD-56105,blood whole,48.0,M,train
GSM1355730,E-GEOD-56105,blood whole,12.0,F,train
GSM1355734,E-GEOD-56105,blood whole,12.0,F,train
GSM1355736,E-GEOD-56105,blood whole,44.0,M,train
GSM1355737,E-GEOD-56105,blood whole,10.0,M,train
GSM1355738,E-GEOD-56105,blood whole,17.0,M,train
GSM1355739,E-GEOD-56105,blood whole,43.0,M,train
GSM1355741,E-GEOD-56105,blood whole,21.0,F,train
GSM1355742,E-GEOD-56105,blood whole,42.0,M,train
GSM1355743,E-GEOD-56105,blood whole,16.0,F,train
GSM1355745,E-GEOD-56105,blood whole,12.0,M,train
GSM1355749,E-GEOD-56105,blood whole,12.0,M,train
GSM1355750,E-GEOD-56105,blood whole,12.0,M,train
GSM1355753,E-GEOD-56105,blood whole,12.0,M,train
GSM1355756,E-GEOD-56105,blood whole,51.0,F,train
GSM1355757,E-GEOD-56105,blood whole,12.0,F,train
GSM1355758,E-GEOD-56105,blood whole,16.0,M,valid
GSM1355759,E-GEOD-56105,blood whole,12.0,M,train
GSM1355760,E-GEOD-56105,blood whole,13.0,F,train
GSM1355761,E-GEOD-56105,blood whole,12.0,M,train
GSM1355762,E-GEOD-56105,blood whole,16.0,M,train
GSM1355763,E-GEOD-56105,blood whole,18.0,F,train
GSM1355764,E-GEOD-56105,blood whole,19.0,F,train
GSM1355770,E-GEOD-56105,blood whole,14.0,F,train
GSM1355773,E-GEOD-56105,blood whole,12.0,F,train
GSM1355774,E-GEOD-56105,blood whole,11.0,F,train
GSM1355775,E-GEOD-56105,blood whole,16.0,M,train
GSM1355776,E-GEOD-56105,blood whole,41.0,F,train
GSM1355780,E-GEOD-56105,blood whole,14.0,M,train
GSM1355781,E-GEOD-56105,blood whole,12.0,M,train
GSM1355782,E-GEOD-56105,blood whole,14.0,M,valid
GSM1355783,E-GEOD-56105,blood whole,12.0,M,train
GSM1355784,E-GEOD-56105,blood whole,12.0,F,train
GSM1355785,E-GEOD-56105,blood whole,13.0,F,train
GSM1355786,E-GEOD-56105,blood whole,12.0,F,train
GSM1355788,E-GEOD-56105,blood whole,14.0,F,train
GSM1355790,E-GEOD-56105,blood whole,12.0,M,train
GSM1355792,E-GEOD-56105,blood whole,16.0,M,train
GSM1355793,E-GEOD-56105,blood whole,59.0,M,train
GSM1355794,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355796,E-GEOD-56105,blood whole,15.0,M,train
GSM1355797,E-GEOD-56105,blood whole,12.0,M,train
GSM1355798,E-GEOD-56105,blood whole,12.0,M,train
GSM1355799,E-GEOD-56105,blood whole,10.0,F,train
GSM1355802,E-GEOD-56105,blood whole,14.0,M,train
GSM1355803,E-GEOD-56105,blood whole,12.0,M,valid
GSM1355804,E-GEOD-56105,blood whole,51.0,M,train
GSM1355808,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355809,E-GEOD-56105,blood whole,17.0,M,train
GSM1355810,E-GEOD-56105,blood whole,15.0,F,train
GSM1355811,E-GEOD-56105,blood whole,12.0,F,valid
GSM1355815,E-GEOD-56105,blood whole,12.0,F,train
GSM1355816,E-GEOD-56105,blood whole,16.0,F,train
GSM1355817,E-GEOD-56105,blood whole,12.0,M,train
GSM1355818,E-GEOD-56105,blood whole,14.0,M,train
GSM1363065,E-GEOD-56515,amnion,-0.5945205479452055,,valid
GSM1363067,E-GEOD-56515,amnion,-0.5945205479452055,,train
GSM1363069,E-GEOD-56515,amnion,-0.42191780821917807,,train
GSM1363070,E-GEOD-56515,amnion,-0.42191780821917807,,train
GSM1363075,E-GEOD-56515,muscle,-0.5945205479452055,,train
GSM1363077,E-GEOD-56515,muscle,-0.42191780821917807,,train
GSM1363080,E-GEOD-56515,muscle,-0.3452054794520548,,train
GSM1363082,E-GEOD-56515,adrenal,-0.5945205479452055,,train
GSM1363083,E-GEOD-56515,adrenal,-0.5945205479452055,,train
GSM1363085,E-GEOD-56515,adrenal,-0.42191780821917807,,train
GSM1363086,E-GEOD-56515,adrenal,-0.42191780821917807,,train
GSM1363087,E-GEOD-56515,adrenal,-0.42191780821917807,,valid
GSM1363088,E-GEOD-56515,adrenal,-0.3452054794520548,,train
GSM1363089,E-GEOD-56515,adrenal,-0.3452054794520548,,train
GSM1363090,E-GEOD-56515,adrenal,-0.3452054794520548,,train
GSM1363091,E-GEOD-56515,pancreas,-0.5945205479452055,,train
GSM1363092,E-GEOD-56515,pancreas,-0.5945205479452055,,train
GSM1363093,E-GEOD-56515,pancreas,-0.5945205479452055,,train
GSM1363097,E-GEOD-56515,pancreas,-0.3452054794520548,,train
GSM1363098,E-GEOD-56515,pancreas,-0.3452054794520548,,train
GSM1401019,E-GEOD-58119,blood serum,69.0,F,train
GSM1401026,E-GEOD-58119,blood serum,57.0,F,train
GSM1401036,E-GEOD-58119,blood serum,58.0,F,valid
GSM1401037,E-GEOD-58119,blood serum,61.0,F,train
GSM1401052,E-GEOD-58119,blood serum,63.0,F,train
GSM1401055,E-GEOD-58119,blood serum,73.0,F,train
GSM1401219,E-GEOD-58119,blood serum,55.0,F,valid
GSM1429560,GSE59157,kidney,144.0,F,train
GSM1432402,GSE59274,placenta,-0.05484931506849314,F,train
GSM1432406,GSE59274,placenta,-0.04104109589041097,F,train
GSM1432408,GSE59274,placenta,-0.005561643835616422,M,train
GSM1432409,GSE59274,placenta,-0.032794520547945225,F,valid
GSM1432410,GSE59274,placenta,-0.008246575342465748,M,valid
GSM1432411,GSE59274,placenta,-0.008246575342465748,M,train
GSM1432412,GSE59274,placenta,-0.0136164383561644,M,valid
GSM1432416,GSE59274,placenta,-0.019178082191780823,M,train
GSM1432417,GSE59274,placenta,-0.002684931506849326,F,valid
